log,bins,unique_samples,lnprobs_density,posterior,dthetas,evidence,config_params,help_text,prior_lnprobs,prior_unique_samples,prior_posterior,prior_dthetas,prior
"[True, True, True, True]","[100, 100, 100, 100]","[12.11511238731564, 5.894153529269332, 7.863644372053901, 5.817040952132829]",-18070.247675090686,-18072.55026018368,"[0.013371918046297893, 0.010521020054537367, 0.010658140548858164, 0.059854022279546726]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.11511238731564, 5.894153529269332, 7.884960653151618, 5.996603018971472]",-18069.69568069002,-18071.998265783015,"[0.013371918046297893, 0.010521020054537367, 0.010658140548858164, 0.059854022279547614]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.11511238731564, 5.894153529269332, 7.895618793700475, 6.295873130369211]",-18067.62313251174,-18069.925717604736,"[0.013371918046297893, 0.010521020054537367, 0.010658140548857276, 0.0598540222795485]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.11511238731564, 5.90467454932387, 7.82101180985847, 5.817040952132829]",-18070.209683012185,-18072.51226810518,"[0.013371918046297893, 0.010521020054538255, 0.010658140548858164, 0.059854022279546726]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.11511238731564, 5.90467454932387, 7.852986231505044, 6.295873130369211]",-18070.035027606176,-18072.33761269917,"[0.013371918046297893, 0.010521020054538255, 0.010658140548857276, 0.0598540222795485]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.11511238731564, 5.90467454932387, 7.852986231505044, 6.59514324176695]",-18069.933318741612,-18072.235903834608,"[0.013371918046297893, 0.010521020054538255, 0.010658140548857276, 0.0598540222795485]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.11511238731564, 5.90467454932387, 7.863644372053901, 4.021420283746398]",-18069.12832200923,-18071.430907102225,"[0.013371918046297893, 0.010521020054538255, 0.010658140548858164, 0.05985402227954806]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.11511238731564, 5.90467454932387, 7.863644372053901, 5.2783547516169005]",-18068.187163879455,-18070.48974897245,"[0.013371918046297893, 0.010521020054538255, 0.010658140548858164, 0.059854022279547614]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.11511238731564, 5.90467454932387, 7.8743025126027595, 5.517770840735091]",-18069.76343903755,-18072.066024130545,"[0.013371918046297893, 0.010521020054538255, 0.010658140548857276, 0.059854022279547614]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.11511238731564, 5.90467454932387, 7.884960653151618, 4.081274306025946]",-18070.09290022707,-18072.395485320067,"[0.013371918046297893, 0.010521020054538255, 0.010658140548858164, 0.059854022279547614]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.11511238731564, 5.90467454932387, 7.884960653151618, 6.355727152648758]",-18068.771472016404,-18071.0740571094,"[0.013371918046297893, 0.010521020054538255, 0.010658140548858164, 0.059854022279546726]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.11511238731564, 5.915195569378408, 7.831669950407329, 5.637478885294186]",-18070.133736897526,-18072.43632199052,"[0.013371918046297893, 0.010521020054537367, 0.010658140548857276, 0.0598540222795485]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.11511238731564, 5.915195569378408, 7.852986231505044, 6.176165085810116]",-18067.524418064622,-18069.827003157618,"[0.013371918046297893, 0.010521020054537367, 0.010658140548857276, 0.0598540222795485]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.11511238731564, 5.9257165894329455, 7.842328090956187, 4.320690395144137]",-18069.720665016073,-18072.02325010907,"[0.013371918046297893, 0.010521020054538255, 0.010658140548858164, 0.059854022279547614]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.128484305361937, 5.85206944905118, 7.91693507479819, 5.936748996691925]",-18069.822104972292,-18072.124690065288,"[0.013371918046296116, 0.010521020054538255, 0.010658140548857276, 0.059854022279547614]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.128484305361937, 5.862590469105719, 7.8743025126027595, 5.637478885294186]",-18070.24071114432,-18072.543296237316,"[0.013371918046296116, 0.010521020054537367, 0.010658140548857276, 0.0598540222795485]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.128484305361937, 5.862590469105719, 7.884960653151618, 5.577624863014638]",-18069.864062325396,-18072.16664741839,"[0.013371918046296116, 0.010521020054537367, 0.010658140548858164, 0.059854022279547614]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.128484305361937, 5.862590469105719, 7.895618793700475, 6.714851286326045]",-18069.32399054241,-18071.626575635404,"[0.013371918046296116, 0.010521020054537367, 0.010658140548857276, 0.0598540222795485]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.128484305361937, 5.862590469105719, 7.906276934249332, 5.218500729337352]",-18070.304574259517,-18072.607159352512,"[0.013371918046296116, 0.010521020054537367, 0.010658140548858164, 0.0598540222795485]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.128484305361937, 5.862590469105719, 7.906276934249332, 5.876894974412377]",-18069.643939134978,-18071.946524227973,"[0.013371918046296116, 0.010521020054537367, 0.010658140548858164, 0.0598540222795485]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.128484305361937, 5.873111489160256, 7.863644372053901, 6.05645704125102]",-18067.23955593613,-18069.542141029124,"[0.013371918046296116, 0.010521020054538255, 0.010658140548858164, 0.059854022279547614]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
"[True, True, True, True]","[100, 100, 100, 100]","[12.128484305361937, 5.873111489160256, 7.863644372053901, 6.59514324176695]",-18070.37693763632,-18072.679522729315,"[0.013371918046296116, 0.010521020054538255, 0.010658140548858164, 0.0598540222795485]",-13.923671410470888,"{'h5_file_name': 'miceM_hetro', 'folder': 'baysian02/simulation_results/miceM2_hetro', 'nsteps': 5000, 'time_step_multiplier': 4, 'npeople': 20000, 't_end': 1500, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'miceM_hetro', 'initial_memory': '1', 'max_memory': '1', 'name': 'miceM_hetro', 'run_file_mcmc': 'baysian02/run_mcmc_hetro.csh', 'run_file_nested': 'baysian02/run_nested.csh', 'metric': 'baysian', 'data_file': 'baysian02/datasets_baysian_01/mice_m_ds2.csv', 'seed_file': 'baysian02/seeds_hetro01/seed_mice_M.csv', 'variations': [0.2, 5], 'prior': 5, 'transform': True, 'time_range': None, 'external_hazard': None, 'mcmc': 'True', 'queue': 'short', 'results_csv_file_name': 'Mice2_M_hetro.csv', 'index': '2', 'hetro': True, 'submission_folder': 'baysian02/simulation_results/miceM2_hetro/miceM_hetro_submit_26_05_2025'}",help text,0.0,,,,False
